Time,Noisy Signal,Clean Signal
444.1999,1346,1416
444.2499,502,1356
444.2999,1709,1306
444.3499,1106,1269
444.3999,1050,1243
444.4499,1265,1230
444.4999,408,1230
444.5499,1224,1243
444.5999,610,1269
444.6499,1089,1306
444.6999,1338,1356
444.7499,935,1416
444.7999,1615,1487
444.8499,1435,1566
444.8999,1610,1653
444.9499,2205,1746
444.9999,1818,1844
445.0499,2234,1945
445.0999,2083,2048
445.1499,2401,2150
445.1999,2828,2251
445.2499,2599,2349
445.2999,2234,2442
445.3499,2572,2529
445.3999,2443,2608
445.4499,3189,2679
445.4999,2955,2739
445.5499,3101,2789
445.5999,2820,2826
445.6499,2595,2852
445.6999,3439,2865
445.7499,2880,2865
445.7999,2967,2852
445.8499,2699,2826
445.8999,2722,2789
445.9499,2546,2739
445.9999,3054,2679
446.0499,2479,2608
446.0999,2644,2529
446.1499,1533,2442
446.1999,1980,2349
446.2499,2784,2251
446.2999,2543,2150
446.3499,2430,2047
446.3999,1831,1945
446.4499,1132,1844
446.4999,1536,1746
446.5499,1842,1653
446.5999,1800,1566
446.6499,1616,1487
446.6999,2081,1416
446.7499,2360,1356
446.7999,1394,1306
446.8499,697,1269
446.8999,768,1243
446.9499,1315,1230
446.9999,1016,1230
447.0499,3454,1243
447.0999,1194,1269
447.1499,724,1306
447.1999,1166,1356
447.2499,2295,1416
447.2999,1800,1487
447.3499,3425,1566
447.3999,1148,1653
447.4499,1434,1746
447.4999,1722,1844
447.5499,2929,1945
447.5999,2558,2048
447.6499,2492,2150
447.6999,2057,2251
447.7499,2351,2349
447.7999,1767,2442
447.8499,2869,2529
447.8999,2695,2608
447.9499,3155,2679
447.9999,2860,2739
448.0499,2626,2789
448.0999,3141,2826
448.1499,3263,2852
448.1999,2537,2865
448.2499,1327,2865
448.2999,2759,2852
448.3499,2582,2826
448.3999,1749,2789
448.4499,2535,2739
448.4999,2945,2679
448.5499,2325,2608
448.5999,2688,2529
448.6499,1850,2442
448.6999,1521,2349
448.7499,1678,2251
448.7999,2045,2150
448.8499,2277,2047
448.8999,1718,1945
448.9499,2000,1844
448.9999,2121,1746
449.0499,1741,1653
449.0999,0,1566
449.1499,1255,1487
449.1999,1031,1416
449.2499,2075,1356
449.2999,1672,1306
449.3499,1409,1269
449.3999,1504,1243
449.4499,1262,1230
449.4999,262,1230
449.5499,1137,1243
449.5999,1431,1269
449.6499,877,1306
449.6999,1954,1356
449.7499,1765,1416
449.7999,1442,1487
449.8499,1692,1566
449.8999,1423,1653
449.9499,2044,1746
449.9999,1864,1844
450.0499,1673,1945
450.0999,1998,2047
450.1499,1859,2150
450.1999,2444,2251
450.2499,2825,2349
450.2999,2219,2442
450.3499,2688,2529
450.3999,2199,2608
450.4499,2558,2679
450.4999,3439,2739
450.5499,3236,2789
450.5999,3196,2826
450.6499,3267,2852
450.6999,2836,2865
450.7499,2919,2865
450.7999,44,2852
450.8499,2813,2826
450.8999,2447,2789
450.9499,2400,2739
450.9999,3401,2679
451.0499,2553,2608
451.0999,2445,2529
451.1499,2458,2442
451.1999,2027,2349
451.2499,2624,2251
451.2999,1874,2150
451.3499,2281,2047
451.3999,2095,1945
451.4499,2013,1844
451.4999,1792,1746
451.5499,2029,1653
451.5999,858,1566
451.6499,1691,1487
451.6999,794,1416
451.7499,1664,1356
451.7999,655,1306
451.8499,1278,1269
451.8999,788,1243
451.9499,1217,1230
451.9999,1898,1230
452.0499,1292,1243
452.0999,1167,1269
452.1499,497,1306
452.1999,1603,1356
452.2499,1767,1416
452.2999,2017,1487
452.3499,1743,1566
452.3999,2696,1653
452.4499,1489,1746
452.4999,970,1844
452.5499,3445,1945
452.5999,842,2048
452.6499,2789,2150
452.6999,2277,2251
452.7499,3457,2349
452.7999,2085,2442
452.8499,2513,2529
452.8999,1863,2608
452.9499,1492,2679
452.9999,2789,2739
453.0499,2736,2789
453.0999,973,2826
453.1499,2913,2852
453.1999,2672,2865
453.2499,2896,2865
453.2999,2909,2852
453.3499,2809,2826
453.3999,2478,2789
453.4499,3082,2739
453.4999,2355,2679
453.5499,2913,2608
453.5999,2427,2529
453.6499,2908,2442
453.6999,2871,2349
453.7499,2245,2251
453.7999,1713,2150
453.8499,1750,2047
453.8999,2071,1945
453.9499,1881,1844
453.9999,2043,1746
454.0499,0,1653
454.0999,1504,1566
454.1499,1002,1487
454.1999,0,1416
454.2499,1210,1356
454.2999,1324,1306
454.3499,655,1269
454.3999,1258,1243
454.4499,1175,1230
454.4999,818,1230
454.5499,593,1243
454.5999,1247,1269
454.6499,2084,1306
454.6999,1286,1356
454.7499,1467,1416
454.7999,1334,1487
454.8499,2124,1566
454.8999,1783,1653
454.9499,1934,1746
454.9999,2168,1844
455.0499,2041,1945
455.0999,1878,2048
455.1499,1372,2150
455.1999,1971,2251
455.2499,2369,2349
455.2999,2110,2442
455.3499,2716,2529
455.3999,1891,2608
455.4499,2230,2679
455.4999,3254,2739
455.5499,2802,2789
455.5999,2550,2826
455.6499,2662,2852
455.6999,2570,2865
455.7499,2746,2865
455.7999,2318,2852
455.8499,2742,2826
455.8999,2685,2789
455.9499,2598,2739
455.9999,2520,2679
456.0499,2340,2608
456.0999,2255,2529
456.1499,2606,2442
456.1999,2951,2349
456.2499,295,2251
456.2999,2171,2150
456.3499,2022,2047
456.3999,1924,1945
456.4499,1978,1844
456.4999,1248,1746
456.5499,2402,1653
456.5999,1248,1566
456.6499,1788,1487
456.6999,1550,1416
456.7499,1602,1356
456.7999,619,1306
456.8499,0,1269
456.8999,1450,1243
456.9499,664,1230
456.9999,914,1230
457.0499,1296,1243
457.0999,1735,1269
457.1499,1289,1306
457.1999,1686,1356
457.2499,1563,1416
457.2999,2004,1487
457.3499,1370,1566
457.3999,1622,1653
457.4499,2253,1746
457.4999,1157,1844
457.5499,2249,1945
457.5999,1578,2048
457.6499,2574,2150
457.6999,2384,2251
457.7499,1694,2349
457.7999,2199,2442
457.8499,2513,2529
457.8999,2241,2608
457.9499,2538,2679
457.9999,2799,2739
458.0499,3235,2789
458.0999,4095,2826
458.1499,3305,2852
458.1999,3159,2865
458.2499,2669,2865
458.2999,2133,2852
458.3499,4095,2826
458.3999,2137,2789
458.4499,2453,2739
458.4999,2341,2679
458.5499,2685,2608
458.5999,2585,2529
458.6499,1778,2442
458.6999,2581,2349
458.7499,2297,2251
458.7999,1868,2150
458.8499,1822,2047
458.8999,2503,1945
458.9499,2323,1844
458.9999,1512,1746
459.0499,1488,1653
459.0999,1235,1566
459.1499,3571,1487
459.1999,1093,1416
459.2499,605,1356
459.2999,1679,1306
459.3499,1692,1269
459.3999,1390,1243
459.4499,1385,1230
459.4999,1363,1230
459.5499,2582,1243
459.5999,1070,1269
459.6499,1005,1306
459.6999,1219,1356
459.7499,1334,1416
459.7999,1126,1487
459.8499,1131,1566
459.8999,3033,1653
459.9499,1932,1746
459.9999,2085,1844
460.0499,2862,1945
460.0999,1571,2048
460.1499,1991,2150
460.1999,221,2251
460.2499,2446,2349
460.2999,2951,2442
460.3499,3093,2529
460.3999,2329,2608
460.4499,2514,2679
460.4999,3003,2739
460.5499,2634,2789
460.5999,3288,2826
460.6499,2328,2852
460.6999,2124,2865
460.7499,2489,2865
460.7999,2072,2852
460.8499,2699,2826
460.8999,4095,2789
460.9499,3090,2739
460.9999,2272,2679
461.0499,2070,2608
461.0999,2862,2529
461.1499,3001,2442
461.1999,725,2349
461.2499,2558,2251
461.2999,2744,2150
461.3499,2213,2047
461.3999,1737,1945
461.4499,2016,1844
461.4999,1901,1746
461.5499,1872,1653
461.5999,856,1566
461.6499,1416,1487
461.6999,1621,1416
461.7499,1558,1356
461.7999,918,1306
461.8499,1520,1269
461.8999,654,1243
461.9499,1121,1230
461.9999,1018,1230
462.0499,0,1243
462.0999,1354,1269
462.1499,2246,1306
462.1999,1849,1356
462.2499,1636,1416
462.2999,1575,1487
462.3499,1570,1566
462.3999,1828,1653
462.4499,1009,1746
462.4999,1655,1844
462.5499,1887,1945
462.5999,0,2047
462.6499,1450,2150
462.6999,2045,2251
462.7499,2243,2349
462.7999,2435,2442
462.8499,2014,2529
462.8999,2330,2608
462.9499,2842,2679
462.9999,3082,2739
463.0499,3170,2789
463.0999,2368,2826
463.1499,2621,2852
463.1999,3256,2865
463.2499,2104,2865
463.2999,3114,2852
463.3499,0,2826
463.3999,2762,2789
463.4499,3036,2739
463.4999,2717,2679
463.5499,3171,2608
463.5999,2290,2529
463.6499,2667,2442
463.6999,2954,2349
463.7499,2522,2251
463.7999,3029,2150
463.8499,1937,2048
463.8999,2360,1945
463.9499,1680,1844
463.9999,1659,1746
464.0499,1527,1653
464.0999,1421,1566
464.1499,0,1487
464.1999,1368,1416
464.2499,1306,1356
464.2999,1238,1306
464.3499,1288,1269
464.3999,1037,1243
464.4499,1043,1230
464.4999,935,1230
464.5499,416,1243
464.5999,1848,1269
464.6499,1282,1306
464.6999,1067,1356
464.7499,1037,1416
464.7999,1401,1487
464.8499,1440,1566
464.8999,1829,1653
464.9499,1643,1746
464.9999,2456,1844
465.0499,2050,1945
465.0999,1900,2047
465.1499,2368,2150
465.1999,2491,2251
465.2499,2387,2349
465.2999,163,2442
465.3499,1332,2529
465.3999,2706,2608
465.4499,2983,2679
465.4999,4095,2739
465.5499,3293,2789
465.5999,3181,2826
465.6499,2854,2852
465.6999,2022,2865
465.7499,2868,2865
465.7999,2912,2852
465.8499,2806,2826
465.8999,3020,2789
465.9499,660,2739
465.9999,2519,2679
466.0499,2681,2608
466.0999,2810,2529
466.1499,2164,2442
466.1999,2332,2349
466.2499,1939,2251
466.2999,255,2150
466.3499,2526,2048
466.3999,2092,1945
466.4499,1862,1844
466.4999,1850,1746
466.5499,2138,1653
466.5999,1225,1566
466.6499,1389,1487
466.6999,1829,1416
466.7499,1001,1356
466.7999,1331,1306
466.8499,0,1269
466.8999,589,1243
466.9499,1190,1230
466.9999,1819,1230
467.0499,1141,1243
467.0999,947,1269
467.1499,1097,1306
467.1999,1138,1356
467.2499,1464,1416
467.2999,1224,1487
467.3499,1730,1566
467.3999,2014,1653
467.4499,2145,1746
467.4999,1956,1844
467.5499,1952,1945
467.5999,1816,2047
467.6499,2437,2150
467.6999,2311,2251
467.7499,2066,2349
467.7999,2049,2442
467.8499,1411,2529
467.8999,2465,2608
467.9499,2795,2679
467.9999,2538,2739
468.0499,2556,2789
468.0999,2545,2826
468.1499,2935,2852
468.1999,2777,2865
468.2499,3133,2865
468.2999,3036,2852
468.3499,3044,2826
468.3999,2456,2789
468.4499,2447,2739
468.4999,2562,2679
468.5499,1716,2608
468.5999,2567,2529
468.6499,2477,2442
468.6999,2161,2349
468.7499,2536,2251
468.7999,1495,2150
468.8499,1995,2048
468.8999,2520,1945
468.9499,2055,1844
468.9999,1288,1746
469.0499,1210,1653
469.0999,1771,1566
469.1499,1126,1487
469.1999,1839,1416
469.2499,1517,1356
469.2999,960,1306
469.3499,1408,1269
469.3999,631,1243
469.4499,720,1230
469.4999,724,1230
469.5499,757,1243
469.5999,1427,1269
469.6499,1445,1306
469.6999,1614,1356
469.7499,1146,1416
469.7999,879,1487
469.8499,1437,1566
469.8999,1892,1653
469.9499,1975,1746
469.9999,2305,1844
470.0499,2075,1945
470.0999,1605,2047
470.1499,2122,2150
470.1999,2394,2251
470.2499,2270,2349
470.2999,2827,2442
470.3499,2450,2529
470.3999,2442,2608
470.4499,2179,2679
470.4999,2525,2739
470.5499,2592,2789
470.5999,3560,2826
470.6499,2036,2852
470.6999,2884,2865
470.7499,3203,2865
470.7999,2920,2852
470.8499,2221,2826
470.8999,1313,2789
470.9499,2942,2739
470.9999,3182,2679
471.0499,2429,2608
471.0999,3038,2529
471.1499,2737,2442
471.1999,2504,2349
471.2499,2366,2251
471.2999,2055,2150
471.3499,2114,2048
471.3999,1984,1945
471.4499,1308,1844
471.4999,2084,1746
471.5499,2156,1653
471.5999,2007,1566
471.6499,1426,1487
471.6999,1097,1416
471.7499,1604,1356
471.7999,1759,1306
471.8499,907,1269
471.8999,1349,1243
471.9499,1219,1230
471.9999,1212,1230
472.0499,1793,1243
472.0999,2080,1269
472.1499,1288,1306
472.1999,1945,1356
472.2499,1652,1416
472.2999,1348,1487
472.3499,680,1566
472.3999,1838,1653
472.4499,2073,1746
472.4999,1911,1844
472.5499,3622,1945
472.5999,1543,2047
472.6499,2154,2150
472.6999,1750,2251
472.7499,1955,2349
472.7999,2372,2442
472.8499,2419,2529
472.8999,2847,2608
472.9499,3319,2679
472.9999,2766,2739
473.0499,1914,2789
473.0999,2807,2826
473.1499,2755,2852
473.1999,2836,2865
473.2499,2643,2865
473.2999,2650,2852
473.3499,3489,2826
473.3999,3296,2789
473.4499,2452,2739
473.4999,2383,2679
473.5499,2306,2608
473.5999,1902,2529
473.6499,1960,2442
473.6999,2432,2349
473.7499,3213,2251
473.7999,2540,2150
473.8499,2158,2047
473.8999,1906,1945
473.9499,1152,1844
473.9999,1877,1746
474.0499,1524,1653
474.0999,1861,1566
474.1499,1527,1487
474.1999,2414,1416
474.2499,1398,1356
474.2999,763,1306
474.3499,2391,1269
474.3999,1511,1243
474.4499,1611,1230
474.4999,1536,1230
474.5499,1185,1243
474.5999,1055,1269
474.6499,1420,1306
474.6999,857,1356
474.7499,2938,1416
474.7999,2047,1487
474.8499,1088,1566
474.8999,1728,1653
474.9499,2025,1746
474.9999,1831,1844
475.0499,1381,1945
475.0999,1929,2047
475.1499,2123,2150
475.1999,2424,2251
475.2499,2907,2349
475.2999,2027,2442
475.3499,2903,2529
475.3999,3194,2608
475.4499,2851,2679
475.4999,2638,2739
475.5499,2567,2789
475.5999,3239,2826
475.6499,2116,2852
475.6999,2508,2865
475.7499,2469,2865
475.7999,3345,2852
475.8499,2565,2826
475.8999,3445,2789
475.9499,2924,2739
475.9999,2938,2679
476.0499,2581,2608
476.0999,2381,2529
476.1499,4095,2442
476.1999,2273,2349
476.2499,1903,2251
476.2999,1076,2150
476.3499,2442,2048
476.3999,607,1945
476.4499,1794,1844
476.4999,2564,1746
476.5499,1815,1653
476.5999,1353,1566
476.6499,1764,1487
476.6999,1446,1416
476.7499,1171,1356
476.7999,1287,1306
476.8499,534,1269
476.8999,1662,1243
476.9499,1004,1230
476.9999,815,1230
477.0499,691,1243
477.0999,960,1269
477.1499,897,1306
477.1999,1079,1356
477.2499,1110,1416
477.2999,1251,1487
477.3499,1954,1566
477.3999,1206,1653
477.4499,2408,1746
477.4999,1680,1844
477.5499,2045,1945
477.5999,2938,2047
477.6499,2280,2150
477.6999,2427,2251
477.7499,2438,2349
477.7999,2480,2442
477.8499,2784,2529
477.8999,20,2608
477.9499,2933,2679
477.9999,3003,2739
478.0499,2663,2789
478.0999,3103,2826
478.1499,2643,2852
478.1999,2273,2865
478.2499,2853,2865
478.2999,2776,2852
478.3499,2985,2826
478.3999,2849,2789
478.4499,2450,2739
478.4999,3446,2679
478.5499,2798,2608
478.5999,3383,2529
478.6499,2155,2442
478.6999,2344,2349
478.7499,2138,2251
478.7999,2055,2150
478.8499,1378,2048
478.8999,2458,1945
478.9499,1800,1844
478.9999,1891,1746
479.0499,1474,1653
479.0999,2157,1566
479.1499,0,1487
479.1999,991,1416
479.2499,1651,1356
479.2999,1528,1306
479.3499,1109,1269
479.3999,3220,1243
479.4499,1257,1230
479.4999,1159,1230
479.5499,1256,1243
479.5999,992,1269
479.6499,1541,1306
479.6999,1332,1356
479.7499,1587,1416
479.7999,1963,1487
479.8499,1953,1566
479.8999,1774,1653
479.9499,2158,1746
479.9999,3345,1844
480.0499,2410,1945
480.0999,1412,2047
480.1499,2696,2150
480.1999,2658,2251
480.2499,1702,2349
480.2999,2664,2442
480.3499,2396,2529
480.3999,2575,2608
480.4499,3432,2679
480.4999,2489,2739
480.5499,2979,2789
480.5999,2888,2826
480.6499,2463,2852
480.6999,2755,2865
480.7499,2724,2865
480.7999,2718,2852
480.8499,3408,2826
480.8999,2915,2789
480.9499,3039,2739
480.9999,2418,2679
481.0499,2503,2608
481.0999,2384,2529
481.1499,2664,2442
481.1999,2199,2349
481.2499,165,2251
481.2999,1956,2150
481.3499,1917,2048
481.3999,1918,1945
481.4499,1433,1844
481.4999,2013,1746
481.5499,1857,1653
481.5999,1627,1566
481.6499,1466,1487
481.6999,1056,1416
481.7499,1380,1356
481.7999,1009,1306
481.8499,961,1269
481.8999,1877,1243
481.9499,988,1230
481.9999,1057,1230
482.0499,791,1243
482.0999,1532,1269
482.1499,1239,1306
482.1999,1757,1356
482.2499,1622,1416
482.2999,886,1487
482.3499,1510,1566
482.3999,1060,1653
482.4499,2986,1746
482.4999,1807,1844
482.5499,2087,1945
482.5999,2848,2047
482.6499,1910,2150
482.6999,1609,2251
482.7499,2577,2349
482.7999,2510,2442
482.8499,2999,2529
482.8999,2873,2608
482.9499,2952,2679
482.9999,3631,2739
483.0499,1934,2789
483.0999,4095,2826
483.1499,2605,2852
483.1999,2591,2865
483.2499,2441,2865
483.2999,2563,2852
483.3499,3729,2826
483.3999,3312,2789
483.4499,2712,2739
483.4999,4095,2679
483.5499,2446,2608
483.5999,2386,2529
483.6499,1921,2442
483.6999,2199,2349
483.7499,2719,2251
483.7999,2246,2150
483.8499,1958,2048
483.8999,1664,1945
483.9499,1111,1844
483.9999,1276,1746
484.0499,1488,1653
484.0999,1085,1566
484.1499,1540,1487
484.1999,1515,1416
484.2499,994,1356
484.2999,1800,1306
484.3499,960,1269
484.3999,978,1243
484.4499,1641,1230
484.4999,1100,1230
484.5499,1340,1243
484.5999,1596,1269
484.6499,1250,1306
484.6999,1531,1356
484.7499,1055,1416
484.7999,1638,1487
484.8499,1921,1566
484.8999,1249,1653
484.9499,1552,1746
484.9999,1731,1844
485.0499,1867,1945
485.0999,2063,2047
485.1499,2083,2150
485.1999,2812,2251
485.2499,2155,2349
485.2999,2028,2442
485.3499,2195,2529
485.3999,2346,2608
485.4499,3029,2679
485.4999,2597,2739
485.5499,3070,2789
485.5999,2206,2826
485.6499,2010,2852
485.6999,3303,2865
485.7499,1831,2865
485.7999,3144,2852
485.8499,2985,2826
485.8999,3002,2789
485.9499,2524,2739
485.9999,665,2679
486.0499,2573,2608
486.0999,2921,2529
486.1499,3152,2442
486.1999,715,2349
486.2499,1848,2251
486.2999,2163,2150
486.3499,1735,2047
486.3999,1256,1945
486.4499,2577,1844
486.4999,2152,1746
486.5499,1379,1653
486.5999,1708,1566
486.6499,1478,1487
486.6999,720,1416
486.7499,2071,1356
486.7999,1802,1306
486.8499,1826,1269
486.8999,861,1243
486.9499,705,1230
486.9999,1164,1230
487.0499,1422,1243
487.0999,1630,1269
487.1499,1813,1306
487.1999,1413,1356
487.2499,1152,1416
487.2999,843,1487
487.3499,95,1566
487.3999,1938,1653
487.4499,0,1746
487.4999,2483,1844
487.5499,2305,1945
487.5999,2956,2048
487.6499,1855,2150
487.6999,2165,2251
487.7499,2410,2349
487.7999,2132,2442
487.8499,2378,2529
487.8999,2830,2608
487.9499,2349,2679
487.9999,2912,2739
488.0499,2757,2789
488.0999,2691,2826
488.1499,3016,2852
488.1999,2735,2865
488.2499,3003,2865
488.2999,2650,2852
488.3499,2962,2826
488.3999,2889,2789
488.4499,2800,2739
488.4999,795,2679
488.5499,2902,2608
488.5999,2375,2529
488.6499,2608,2442
488.6999,3075,2349
488.7499,2401,2251
488.7999,1631,2150
488.8499,2456,2048
488.8999,2607,1945
488.9499,2694,1844
488.9999,1417,1746
489.0499,1338,1653
489.0999,1580,1566
489.1499,813,1487
489.1999,1041,1416
489.2499,1158,1356
489.2999,1201,1306
489.3499,667,1269
489.3999,1288,1243
489.4499,967,1230
489.4999,916,1230
489.5499,1313,1243
489.5999,1902,1269
489.6499,1531,1306
489.6999,390,1356
489.7499,1577,1416
489.7999,1828,1487
489.8499,1976,1566
489.8999,1366,1653
489.9499,2030,1746
489.9999,1199,1844
490.0499,2276,1945
490.0999,1907,2048
490.1499,2676,2150
490.1999,2312,2251
490.2499,2866,2349
490.2999,1329,2442
490.3499,2507,2529
490.3999,2514,2608
490.4499,1912,2679
490.4999,2822,2739
490.5499,2760,2789
490.5999,2773,2826
490.6499,3017,2852
490.6999,2798,2865
490.7499,2607,2865
490.7999,3646,2852
490.8499,2819,2826
490.8999,3423,2789
490.9499,2958,2739
490.9999,2316,2679
491.0499,3327,2608
491.0999,2791,2529
491.1499,2353,2442
491.1999,2066,2349
491.2499,2318,2251
491.2999,1868,2150
491.3499,2332,2047
491.3999,2063,1945
491.4499,1978,1844
491.4999,1506,1746
491.5499,1094,1653
491.5999,1260,1566
491.6499,1444,1487
491.6999,2040,1416
491.7499,1427,1356
491.7999,1662,1306
491.8499,1439,1269
491.8999,1498,1243
491.9499,447,1230
491.9999,1657,1230
492.0499,679,1243
492.0999,0,1269
492.1499,1335,1306
492.1999,1212,1356
492.2499,1690,1416
492.2999,1358,1487
492.3499,1768,1566
492.3999,2378,1653
492.4499,1574,1746
492.4999,1512,1844
492.5499,2295,1945
492.5999,2240,2048
492.6499,1636,2150
492.6999,2200,2251
492.7499,2527,2349
492.7999,2069,2442
492.8499,2352,2529
492.8999,1940,2608
492.9499,2433,2679
492.9999,2962,2739
493.0499,3844,2789
493.0999,2134,2826
493.1499,3133,2852
493.1999,3185,2865
493.2499,2847,2865
493.2999,2612,2852
493.3499,3017,2826
493.3999,2724,2789
493.4499,2728,2739
493.4999,3234,2679
493.5499,1994,2608
493.5999,2906,2529
493.6499,1900,2442
493.6999,700,2349
493.7499,1548,2251
493.7999,2579,2150
493.8499,875,2047
493.8999,1651,1945
493.9499,1331,1844
493.9999,2137,1746
494.0499,1609,1653
494.0999,1670,1566
494.1499,1616,1487
494.1999,1465,1416
494.2499,1804,1356
494.2999,732,1306
494.3499,1104,1269
494.3999,1823,1243
494.4499,879,1230
494.4999,1786,1230
494.5499,1032,1243
494.5999,1370,1269
494.6499,871,1306
494.6999,1085,1356
494.7499,1633,1416
494.7999,930,1487
494.8499,1564,1566
494.8999,1781,1653
494.9499,2854,1746
494.9999,0,1844
495.0499,2232,1945
495.0999,1933,2048
495.1499,2277,2150
495.1999,2794,2251
495.2499,2842,2349
495.2999,2693,2442
495.3499,2772,2529
495.3999,3074,2608
495.4499,2349,2679
495.4999,4095,2739
495.5499,2315,2789
495.5999,2880,2826
495.6499,2465,2852
495.6999,3042,2865
495.7499,3206,2865
495.7999,2968,2852
495.8499,3656,2826
495.8999,245,2789
495.9499,2569,2739
495.9999,1980,2679
496.0499,2628,2608
496.0999,2707,2529
496.1499,2209,2442
496.1999,2613,2349
496.2499,2986,2251
496.2999,1697,2150
496.3499,2160,2047
496.3999,2028,1945
496.4499,2061,1844
496.4999,1397,1746
496.5499,1184,1653
496.5999,1644,1566
496.6499,0,1487
496.6999,1195,1416
496.7499,1255,1356
496.7999,1445,1306
496.8499,1380,1269
496.8999,1548,1243
496.9499,918,1230
496.9999,1577,1230
497.0499,843,1243
497.0999,1171,1269
497.1499,1201,1306
497.1999,418,1356
497.2499,1484,1416
497.2999,1442,1487
497.3499,1123,1566
497.3999,1531,1653
497.4499,1934,1746
497.4999,2162,1844
497.5499,1906,1945
497.5999,1592,2048
497.6499,1840,2150
497.6999,2556,2251
497.7499,2829,2349
497.7999,2363,2442
497.8499,2220,2529
497.8999,2703,2608
497.9499,3582,2679
497.9999,2931,2739
498.0499,2868,2789
498.0999,2236,2826
498.1499,2613,2852
498.1999,2043,2865
498.2499,2833,2865
498.2999,2338,2852
498.3499,3338,2826
498.3999,2473,2789
498.4499,2624,2739
498.4999,2737,2679
498.5499,1969,2608
498.5999,3622,2529
498.6499,2511,2442
498.6999,1961,2349
498.7499,2218,2251
498.7999,1952,2150
498.8499,1815,2047
498.8999,2240,1945
498.9499,1705,1844
498.9999,2248,1746
499.0499,1431,1653
499.0999,1730,1566
499.1499,1729,1487
499.1999,1170,1416
499.2499,1252,1356
499.2999,1246,1306
499.3499,1314,1269
499.3999,1333,1243
499.4499,1530,1230
499.4999,1801,1230
499.5499,2111,1243
499.5999,1337,1269
499.6499,1565,1306
499.6999,1604,1356
499.7499,1450,1416
499.7999,1145,1487
499.8499,1396,1566
499.8999,1194,1653
499.9499,1883,1746
499.9999,1909,1844
500.0499,2419,1945
500.0999,1863,2048
500.1499,2208,2150
500.1999,2052,2251
500.2499,2480,2349
500.2999,1645,2442
500.3499,2382,2529
500.3999,2673,2608
500.4499,2232,2679
500.4999,2518,2739
500.5499,3238,2789
500.5999,3455,2826
500.6499,3251,2852
500.6999,2317,2865
500.7499,3456,2865
500.7999,3080,2852
500.8499,3570,2826
500.8999,2940,2789
500.9499,2463,2739
500.9999,2635,2679
501.0499,2207,2608
501.0999,2059,2529
501.1499,2606,2442
501.1999,1751,2349
501.2499,3149,2251
501.2999,2381,2150
501.3499,1746,2048
501.3999,1886,1945
501.4499,1407,1844
501.4999,1467,1746
501.5499,2078,1653
501.5999,1218,1566
501.6499,995,1487
501.6999,1181,1416
501.7499,0,1356
501.7999,1448,1306
501.8499,0,1269
501.8999,0,1243
501.9499,1400,1230
501.9999,1702,1230
502.0499,1616,1243
502.0999,1968,1269
502.1499,1970,1306
502.1999,1467,1356
502.2499,1267,1416
502.2999,1856,1487
502.3499,1395,1566
502.3999,1874,1653
502.4499,1772,1746
502.4999,1163,1844
502.5499,1388,1945
502.5999,2136,2048
502.6499,2010,2150
502.6999,2753,2251
502.7499,2507,2349
502.7999,2146,2442
502.8499,2289,2529
502.8999,1701,2608
502.9499,2919,2679
502.9999,2375,2739
503.0499,1999,2789
503.0999,3223,2826
503.1499,2600,2852
503.1999,2416,2865
503.2499,2188,2865
503.2999,3199,2852
503.3499,3775,2826
503.3999,2628,2789
503.4499,2356,2739
503.4999,2567,2679
503.5499,2335,2608
503.5999,3201,2529
503.6499,2861,2442
503.6999,2402,2349
503.7499,2034,2251
503.7999,1857,2150
503.8499,2199,2047
503.8999,2206,1945
503.9499,1579,1844
503.9999,1224,1746
504.0499,1334,1653
504.0999,1881,1566
504.1499,1169,1487
504.1999,1793,1416
504.2499,1057,1356
504.2999,636,1306
504.3499,1056,1269
504.3999,1514,1243
504.4499,1983,1230
504.4999,1365,1230
504.5499,1751,1243
504.5999,1169,1269
504.6499,855,1306
504.6999,998,1356
504.7499,1456,1416
504.7999,1516,1487
504.8499,1521,1566
504.8999,1354,1653
504.9499,1686,1746
504.9999,2052,1844
505.0499,2205,1945
505.0999,1778,2048
505.1499,1442,2150
505.1999,2854,2251
505.2499,220,2349
505.2999,2336,2442
505.3499,2191,2529
505.3999,2713,2608
505.4499,3535,2679
505.4999,623,2739
505.5499,2841,2789
505.5999,3211,2826
505.6499,3571,2852
505.6999,2247,2865
505.7499,3208,2865
505.7999,2980,2852
505.8499,2429,2826
505.8999,2688,2789
505.9499,2692,2739
505.9999,3464,2679
506.0499,2510,2608
506.0999,1533,2529
506.1499,2336,2442
506.1999,1983,2349
506.2499,2474,2251
506.2999,2157,2150
506.3499,2205,2047
506.3999,1729,1945
506.4499,2059,1844
506.4999,1407,1746
506.5499,1487,1653
506.5999,1530,1566
506.6499,1462,1487
506.6999,1829,1416
506.7499,953,1356
506.7999,1255,1306
506.8499,1607,1269
506.8999,1868,1243
506.9499,707,1230
506.9999,871,1230
507.0499,210,1243
507.0999,1883,1269
507.1499,1374,1306
507.1999,1345,1356
507.2499,1612,1416
507.2999,1607,1487
507.3499,1883,1566
507.3999,2085,1653
507.4499,2223,1746
507.4999,1784,1844
507.5499,2008,1945
507.5999,1342,2048
507.6499,1528,2150
507.6999,1853,2251
507.7499,2265,2349
507.7999,2490,2442
507.8499,2410,2529
507.8999,2885,2608
507.9499,2102,2679
507.9999,2966,2739
508.0499,2325,2789
508.0999,3057,2826
508.1499,2624,2852
508.1999,2813,2865
